DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.2139/ssrn.4511596,carbides Ti,"Comparison of the Microstructure and Mechanical Properties of Wc-Ti(C, N)-Nigradient Cemented Carbides Prepared by Sps and Vacuum Pre-Sintering",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4511596,,,,,,,2023,"Can, Hu, Chong, Chen, Jianqing, Sun, Shizhong, Wei, Yong, Du, Kunming, Pan, Changji, Wang, Hua, Yu, Tao, Jiang"
10.4150/kpmi.2007.14.3.208,carbides Ti,"Effect of Metallic Binder Composition on Microstructure and Hardness of (W,Ti)C Cemented Carbides",Journal of Korean Powder Metallurgy Institute,1225-7591,The Korean Powder Metallurgy & Materials Institute,journal-article,https://doi.org/10.4150/kpmi.2007.14.3.208,14,3,208-214,en,2007-6-28,,2007-6-28,"Walid M., Daoush, Kyong-H., Lee, Hee-S., Park, Jong-J., Jang, Soon-H., Hong"
10.1002/9781119223399.ch22,carbides Ti,Precipitation Behavior of Nanometer-Sized Carbides in A Nb-Ti-Bearing Low-Carbon Steel,"HSLA Steels 2015, Microalloying 2015 &amp; Offshore Engineering Steels 2015",,"John Wiley & Sons, Inc.",book-chapter,https://doi.org/10.1002/9781119223399.ch22,,,223-228,en,,2015-11-6,2015-11-6,"LI, Xiaolin, Wang, Zhaodong, Deng, Xiangtao, Yang, Yong, Song, Dan, Wang, Guodong"
10.2139/ssrn.4625656,carbides Ti,Evolution of the Morphology of Ti3alc Carbides and Their Influence on Creep Properties in a Crept Ti-45al-5nb-0.75c Alloy,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4625656,,,,,,,2023,"Xianli, Cao, Li, Wang, Hui, Tao, Weiwei, He, Xiaopeng, Liang, Bin, Liu, Michael, Oehring, Jonathan, Paul, Florian, Pyczak, Yong, Liu"
10.1063/1.3158620,carbides Ti,"Adsorption and diffusion of Au atoms on the (001) surface of Ti, Zr, Hf, V, Nb, Ta, and Mo carbides",The Journal of Chemical Physics,"0021-9606, 1089-7690",AIP Publishing,journal-article,https://doi.org/10.1063/1.3158620,130,24,,en,2009-6-28,2009-6-26,2009-6-26,"Elizabeth, Florez, Francesc, Viñes, Jose A., Rodriguez, Francesc, Illas"
10.3390/met12010010,carbides Ti,Kinetic and Metallography Study of the Oxidation at 1250 °C of {Co+Ni}-Based Superalloys Containing Ti to Form MC Carbides,Metals,2075-4701,MDPI AG,journal-article,https://doi.org/10.3390/met12010010,12,1,10,en,,2021-12-22,2021-12-22,"Patrice, Berthod, Synthia Annick, Ozouaki Wora, Lionel, Aranda, Ghouti, Medjahdi, Erwan, Etienne"
10.1149/ma2022-0272529mtgabs,carbides Ti,Two-Dimensional Titanium Carbides (Ti<sub>3</sub>C<sub>2</sub>) Mxene-Based Patterned-Electrodes for High Capacity Micro-Supercapacitors,ECS Meeting Abstracts,2151-2043,The Electrochemical Society,journal-article,https://doi.org/10.1149/ma2022-0272529mtgabs,MA2022-02,7,2529-2529,,2022-10-9,,2022-10-9,"Yonghee, Lee, Hee, Han, Chi Won, Ahn"
10.1016/j.mtla.2019.100540,carbides Ti,"Precipitation of (Ti, Zr, Nb, Ta, Hf)C high entropy carbides in a steel matrix",Materialia,2589-1529,Elsevier BV,journal-article,https://doi.org/10.1016/j.mtla.2019.100540,9,,100540,en,2020-3,,2020-3,"Wen Hao, Kan, Yongmei, Zhang, Xinhu, Tang, Timothy, Lucey, Gwénaëlle, Proust, Yixiang, Gan, Julie, Cairney"
10.3390/powders2020031,carbides Ti,"Wet Ball Milling Applied to Production of Composites and Coatings Based on Ti, W, and Nb Carbides",Powders,2674-0516,MDPI AG,journal-article,https://doi.org/10.3390/powders2020031,2,2,499-514,en,,2023-6-15,2023-6-15,"Marina, Eryomina, Svetlana, Lomayeva"
10.1016/j.ceramint.2021.06.075,carbides Ti,"Carburization and wear behavior of self-lubricating Ti(C,N)-based cermets with various secondary carbides",Ceramics International,0272-8842,Elsevier BV,journal-article,https://doi.org/10.1016/j.ceramint.2021.06.075,47,19,26678-26691,en,2021-10,,2021-10,"Zongyuan, Wang, Weicai, Wan, Jie, Wang, Kunyang, Fan, Yuhe, Li, Ji, Xiong, Hao, Du"
10.1117/12.888414,carbides Ti,Effect of VC/TaC on W-Ti-Co ultrafine cemented carbides,SPIE Proceedings,0277-786X,SPIE,proceedings-article,https://doi.org/10.1117/12.888414,7997,,79970O,,2010-12-26,,2010-12-26,"Chongcai, Zhang, Feiou, Wu, Bo, Zeng, Zhiyong, Sheng, Daocheng, Luan"
10.4028/www.scientific.net/amr.129-131.993,carbides Ti,Cutting Force Analysis when Milling Ti-6Al-4V under Dry and Near Dry Conditions Using Coated Tungsten Carbides,Advanced Materials Research,1662-8985,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amr.129-131.993,129-131,,993-998,,,2010-8-11,2010-8-11,"M.S., Ahmad Yasir, C.H., Che Hassan, A.G., Jaharah, M., Norhamidi, A.I., Gusri, A.Y., Zaid"
10.1016/j.optlaseng.2010.03.017,carbides Ti,"Development and characterization of (Ti, Mo)C carbides reinforced Fe-based surface composite coating produced by laser cladding",Optics and Lasers in Engineering,0143-8166,Elsevier BV,journal-article,https://doi.org/10.1016/j.optlaseng.2010.03.017,48,9,893-898,en,2010-9,,2010-9,"Xinhong, Wang, Min, Zhang, Shiyao, Qu"
10.2139/ssrn.4513487,carbides Ti,"MA-SHS Consolidation and Gasostatic Treatment of the Ti
&lt;sub&gt;x&lt;/sub&gt;Zr
&lt;sub&gt;1-X&lt;/sub&gt;C Mixed Carbides",,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4513487,,,,,,,2023,"V.A., Shcherbakov, Ilya, Semenchuk, Alexander, Sytschev, A.N., Gryadunov, M.I., Alymov, A.G., Padalko"
10.1039/c5ra22756a,carbides Ti,A first-principles study on the mechanical and thermodynamic properties of (Nb<sub>1−x</sub>Ti<sub>x</sub>)C complex carbides based on virtual crystal approximation,RSC Advances,2046-2069,Royal Society of Chemistry (RSC),journal-article,https://doi.org/10.1039/c5ra22756a,5,125,103686-103694,en,,2015,2015,"Guomin, Hua, Dongyang, Li"
10.1007/978-3-319-48767-0_22,carbides Ti,Precipitation Behavior of Nanometer-Sized Carbides in a Nb-Ti-Bearing Low-Carbon Steel,"HSLA Steels 2015, Microalloying 2015 &amp; Offshore Engineering Steels 2015",,Springer International Publishing,book-chapter,https://doi.org/10.1007/978-3-319-48767-0_22,,,223-228,en,2016,,2016,"Li, Xiaolin, Wang, Zhaodong, Deng, Xiangtao, Yang, Yong, Song, Dan, Wang, Guodong"
10.2139/ssrn.4642898,carbides Ti,Evolution of the Morphology of Ti3alc Carbides and Their Influence on Creep Properties in a Crept Ti-45al-5nb-0.75c Alloy,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4642898,,,,,,,2023,"Xianli, Cao, Li, Wang, Hui, Tao, Weiwei, He, Xiaopeng, Liang, Bin, Liu, Michael, Oehring, Jonathan, Paul, Florian, Pyczak, Yong, Liu"
10.1016/j.commatsci.2024.113177,carbides Ti,First-principles study of oxygen diffusion in Ti/Zr/Ta-alloyed Hf6C5 carbides,Computational Materials Science,0927-0256,Elsevier BV,journal-article,https://doi.org/10.1016/j.commatsci.2024.113177,244,,113177,en,2024-9,,2024-9,"Hongqian, Zheng, Junhao, Yuan, Qixiang, Zhang, Zhen, Li, Jinming, Wang, Xingchao, Li, Tongqi, Li, Qing, Wang"
10.1117/12.888419,carbides Ti,Effect of VC on W-Ti-Co ultrafine cemented carbides,SPIE Proceedings,0277-786X,SPIE,proceedings-article,https://doi.org/10.1117/12.888419,7997,,79970P,,2010-12-26,,2010-12-26,"Chongcai, Zhang, Bo, Zeng, Feiou, Wu, Zhiyong, Sheng, Daocheng, Luan"
10.1016/j.matchar.2016.01.023,carbides Ti,Microstructural characterization and strengthening behavior of nanometer sized carbides in Ti–Mo microalloyed steels during continuous cooling process,Materials Characterization,1044-5803,Elsevier BV,journal-article,https://doi.org/10.1016/j.matchar.2016.01.023,114,,18-29,en,2016-4,,2016-4,"Chih-Yuan, Chen, Jer-Ren, Yang, Chien-Chon, Chen, Shih-Fan, Chen"
10.1016/j.mineng.2022.107492,carbides Ti,Beneficiation of Nb and Ti carbides from pyrochlore ore via carbothermic reduction followed by magnetic separation,Minerals Engineering,0892-6875,Elsevier BV,journal-article,https://doi.org/10.1016/j.mineng.2022.107492,180,,107492,en,2022-4,,2022-4,"Shuhui, Zhang, Mingjun, Rao, Rendong, Xiao, Jinxiang, You, Guanghui, Li"
10.1016/b978-0-12-822820-3.00004-5,carbides Ti,Classification and general characteristics of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00004-5,,,15-21,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.3103/s1063457622040074,carbides Ti,"Formation of Elongated Inclusions of a New Phase W2.3TiC2.6 in the Structure of W–(Ti,Ta,W)–Co Cemented Carbides after Solid-Phase Annealing",Journal of Superhard Materials,"1063-4576, 1934-9408",Allerton Press,journal-article,https://doi.org/10.3103/s1063457622040074,44,4,259-265,en,2022-8,2022-9-30,2022-8,"M. M., Prokopiv"
10.1016/b978-0-12-822820-3.00005-7,carbides Ti,Structure and properties of binder phases in cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00005-7,,,51-63,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.30977/bul.2219-5548.2020.91.0.192,carbides Ti,"Prospects of development of Fe-based hardfacing materials by its complex alloying with Nb, Mo, Ti and V carbides",Bulletin of Kharkov National Automobile and Highway University,"2219-5548, 2219-5548",Kharkiv National Automobile and Highway University,journal-article,https://doi.org/10.30977/bul.2219-5548.2020.91.0.192,0,91,192,,,2020-12-24,2020-12-24,"Pavlo, Prysyazhnyuk, Liubomyr, Shlapak, Liubomyr, Troshcuk"
10.2139/ssrn.4697524,carbides Ti,Microstructural Evolution and Carbides Precipitation Behavior and Their Effects on Mechanical Property of Nb-Ti Microalloyed Fb590 Steel,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4697524,,,,,,,2024,"Ya-xu, Zheng, Kang, Chu, Qin, Yang, Lin, Yu, Guang, Zhu, Liang, Li, Zhi-hong, Guo, Di, Zhang, Fang, Cao, Jie, Feng, Bo, Wang"
10.2139/ssrn.5004262,carbides Ti,Effect of Ultrafine Gradient Cemented Carbides Tools with Different Coating on the Performance for Ti-Alloy High Speed Turnning ：Experiment and Simulation,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5004262,,,,,,,2024,"Xiangkui, Zhou, Jianfeng, Chang, Zhou, Xiangkui, Shen, Wu, Yan, Wang, Ying, Li, Jianglei, Fan, Yanqiu, Xiao, Kai, Wang, Qiang, Wang"
10.1016/j.physb.2004.12.027,carbides Ti,"First-principles study of bonding mechanisms in the series of Ti, V, Cr, Mo, and their carbides and nitrides",Physica B: Condensed Matter,0921-4526,Elsevier BV,journal-article,https://doi.org/10.1016/j.physb.2004.12.027,358,1-4,63-71,en,2005-4,,2005-4,"A., Zaoui, S., Kacimi, B., Bouhafs, A., Roula"
10.1080/01411594.2010.509644,carbides Ti,"High-pressure phase transitions in transition metal carbides XC (X <i>=</i> Ti, Zr, Hf, V, Nb, Ta): a first-principle study",Phase Transitions,"0141-1594, 1029-0338",Informa UK Limited,journal-article,https://doi.org/10.1080/01411594.2010.509644,84,1,58-66,en,2011-1,,2011-1,"Anurag, Srivastava, Mamta, Chauhan, R.K., Singh"
10.1016/b978-0-12-822820-3.00014-8,carbides Ti,Major trends in the research and development of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00014-8,,,349-371,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1016/j.ijrmhm.2003.11.001,carbides Ti,"M6C formation during sintering of cemented carbides containing (Ti,W)C",International Journal of Refractory Metals and Hard Materials,0263-4368,Elsevier BV,journal-article,https://doi.org/10.1016/j.ijrmhm.2003.11.001,22,1,21-26,en,2004-1,,2004-1,"A., Petersson, B., Jansson, J., Qvick, J., Zackrisson"
10.1007/978-3-031-90263-5_1,carbides Ti,Introduction,Ultra-High Temperature Materials V,,Springer Nature Switzerland,book-chapter,https://doi.org/10.1007/978-3-031-90263-5_1,,,1-19,en,2025,2025-5-13,2025,"Igor L., Shabalin"
10.1016/j.intermet.2012.09.023,carbides Ti,Investigation of carbides in Ti–45Al–5Nb–xC alloys (0 ≤ x ≤ 1) by transmission electron microscopy and high energy-XRD,Intermetallics,0966-9795,Elsevier BV,journal-article,https://doi.org/10.1016/j.intermet.2012.09.023,33,,44-53,en,2013-2,,2013-2,"Heike, Gabrisch, Andreas, Stark, Frank-Peter, Schimansky, Li, Wang, Norbert, Schell, Uwe, Lorenz, Florian, Pyczak"
10.2139/ssrn.5047786,carbides Ti,Effect of Ultrafine Gradient Cemented Carbides Tools with Different Coating on the Performance for Ti-Alloy High Speed Cutting and Simulation Studies,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5047786,,,,,,,2024,"Xiangkui, Zhou, Jianfeng, Chang, Zhou, Xiangkui, Shen, Wu, Yan, Wang, Ying, Li, Jianglei, Fan, Yanqiu, Xiao, Kai, Wang, Qiang, Wang"
10.1007/s10853-019-03810-3,carbides Ti,Experimental study of carbides in the Ti–Cr–C system,Journal of Materials Science,"0022-2461, 1573-4803",Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/s10853-019-03810-3,54,19,12358-12370,en,2019-10,2019-7-3,2019-7-3,"F., Haglöf, B., Kaplan, S., Norgren, A., Blomqvist, M., Selleby"
10.1590/s1516-14392005000200002,carbides Ti,"Structure and properties of selected cemented carbides and cermets covered with TiN/(Ti,Al,Si)N/TiN coatings obtained by the cathodic arc evaporation process",Materials Research,1516-1439,FapUNIFESP (SciELO),journal-article,https://doi.org/10.1590/s1516-14392005000200002,8,2,113-116,,2005-6,,2005-6,"Leszek A., Dobrzañski, Klaudiusz, Golombek"
10.1088/0957-4484/26/26/265705,carbides Ti,Molecular dynamic study of the mechanical properties of two-dimensional titanium carbides Ti<sub><i>n</i>+1</sub>C<sub><i>n</i></sub> (MXenes),Nanotechnology,"0957-4484, 1361-6528",IOP Publishing,journal-article,https://doi.org/10.1088/0957-4484/26/26/265705,26,26,265705,,2015-7-3,2015-6-11,2015-6-11,"Vadym N, Borysiuk, Vadym N, Mochalin, Yury, Gogotsi"
10.1016/b978-0-12-822820-3.00012-4,carbides Ti,Major methods for controlling cemented carbides in the manufacture,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00012-4,,,133-144,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1016/j.msea.2015.10.025,carbides Ti,"Enhanced toughness of titanium carbonitride-based cermets by addition of (Ti,W)C carbides",Materials Science and Engineering: A,0921-5093,Elsevier BV,journal-article,https://doi.org/10.1016/j.msea.2015.10.025,649,,400-406,en,2016-1,,2016-1,"Choongkwon, Park, Sangwoo, Nam, Shinhoo, Kang"
10.1016/j.ijrmhm.2013.08.002,carbides Ti,"Experimental investigation and simulation of the effect of Ti and N contents on the formation of fcc-free surface layers in WC–Ti(C,N)–Co cemented carbides",International Journal of Refractory Metals and Hard Materials,0263-4368,Elsevier BV,journal-article,https://doi.org/10.1016/j.ijrmhm.2013.08.002,41,,638-647,en,2013-11,,2013-11,"Weibin, Zhang, Yong, Du, Yingbiao, Peng, Wen, Xie, Guanghua, Wen, Shequan, Wang"
10.1016/j.matchemphys.2021.125178,carbides Ti,Stability and mechanical properties of molybdenum carbides and the Ti–Mo–C solid solutions: A first-principles study,Materials Chemistry and Physics,0254-0584,Elsevier BV,journal-article,https://doi.org/10.1016/j.matchemphys.2021.125178,275,,125178,en,2022-1,,2022-1,"V.I., Ivashchenko, P.E.A., Turchi, V.I., Shevchenko, L.A., Ivashchenko, Leonid, Gorb, Jerzy, Leszczynski"
10.15330/pcss.19.2.179-185,carbides Ti,"Novel Ti2CuCx and Ti3Cu2Cx Carbides Obtained by Sintering of Products of Mechanochemical Synthesis of Ti, Cu and Carbon Nanotubes",Фізика і хімія твердого тіла,"2309-8589, 1729-4428",Vasyl Stefanyk Precarpathian National University,journal-article,https://doi.org/10.15330/pcss.19.2.179-185,19,2,179-185,,,2019-5-3,2019-5-3,"O.I., Nakonechna, N.N., Belyavina, M.M., Dashevskyi, K.O., Ivanenko, S.L., Revo"
10.1016/j.matchar.2024.113708,carbides Ti,"Nanocrystalline microstructure enhanced mechanical properties and cutting performance of WC-10Co-Ti(C, N) gradient cemented carbides",Materials Characterization,1044-5803,Elsevier BV,journal-article,https://doi.org/10.1016/j.matchar.2024.113708,209,,113708,en,2024-3,,2024-3,"Mingyuan, Ma, Yingchun, Diao, Kai, Wang, Xiangkui, Zhou, Guojian, Li, Qiang, Wang"
10.1007/978-3-031-07175-1_1,carbides Ti,Introduction,Ultra-High Temperature Materials IV,,Springer International Publishing,book-chapter,https://doi.org/10.1007/978-3-031-07175-1_1,,,1-10,en,2022,2022-8-13,2022,"Igor L., Shabalin"
10.1002/9783527838707.ch2,carbides Ti,"Fundamentals, Properties, and Characteristics of Titanium Carbides MXenes (
            <scp>
              Ti
              <sub>3</sub>
              C
              <sub>2</sub>
              T
              <sub>
                <i>x</i>
              </sub>
            </scp>
            )",Titanium Carbide MXenes,,Wiley,other,https://doi.org/10.1002/9783527838707.ch2,,,9-31,en,2024-3-18,2023-12-29,2023-12-29,"Areen, Sherryna, Muhammad, Tahir"
10.1051/e3sconf/202453705011,carbides Ti,Oxidation of cubic complex carbides (Ti xVyMoz)C synthesis by electrospark dispersion method with atmospheric oxygen,E3S Web of Conferences,2267-1242,EDP Sciences,journal-article,https://doi.org/10.1051/e3sconf/202453705011,537,,05011,,2024,2024-6-13,2024,"Tilebaldy Adilovich, Abdulazizov, Abduraim Satyvaldievich, Satyvaldiev, Kalyskan, Imatali kyzy"
10.1007/978-94-024-1302-1,carbides Ti,Ultra-High Temperature Materials II,,,Springer Netherlands,book,https://doi.org/10.1007/978-94-024-1302-1,,,,en,2019,,2019,"Igor L., Shabalin"
10.1016/b978-0-12-822820-3.00008-2,carbides Ti,The history of the invention and early development of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00008-2,,,1-13,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1007/s11663-024-03025-1,carbides Ti,Titanium Carbides Precipitation Characteristics and Influence on Hot Ductility in 0.37 pct Ti–Mo Slab During Continuous Casting,Metallurgical and Materials Transactions B,"1073-5615, 1543-1916",Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/s11663-024-03025-1,55,3,1289-1302,en,2024-6,2024-3-5,2024-3-5,"Tianci, Chen, Cheng, Ji, Yang, Liu, Miaoyong, Zhu"
10.1016/j.cattod.2023.114414,carbides Ti,"Catalytic activity of Ni-MgAl2O4 modified with transition metal (Ti, Mo, W) carbides as potential catalysts for resource recovery via dry reforming of waste plastics",Catalysis Today,0920-5861,Elsevier BV,journal-article,https://doi.org/10.1016/j.cattod.2023.114414,427,,114414,en,2024-2,,2024-2,"Ewelina, Pawelczyk, Izabela, Wysocka, Tomasz, Dymerski, Jacek, Gębicki"
10.2139/ssrn.4229763,carbides Ti,"Comparative Analysis of Physical Properties of Some Binary   Transition Metal Carbides Xc (X = Nb, Ta, Ti): Insights From A Comprehensive Ab-Initio Study",SSRN Electronic Journal,1556-5068,Elsevier BV,journal-article,https://doi.org/10.2139/ssrn.4229763,,,,en,,,2022,"Razu, Ahmed, Md., Mahamudujjaman, Md. Asif, Afzal, Md. Sajidul, Islam, R. S., Islam, Saleh, Naqib"
10.1016/b978-0-12-822820-3.00007-0,carbides Ti,Current range of advanced uncommon industrial grades of cemented carbides,Cemented Carbides,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-822820-3.00007-0,,,215-258,en,2022,,2022,"Igor, Konyashin, Bernd, Ries"
10.1088/2053-1583/3/3/035022,carbides Ti,"Prediction of the quantum spin Hall effect in monolayers of transition-metal carbides MC (M = Ti, Zr, Hf)",2D Materials,2053-1583,IOP Publishing,journal-article,https://doi.org/10.1088/2053-1583/3/3/035022,3,3,035022,,,2016-9-12,2016-9-12,"Liujiang, Zhou, Bin, Shao, Wujun, Shi, Yan, Sun, Claudia, Felser, Binghai, Yan, Thomas, Frauenheim"
